ID	Taxonomy	Gene_count
mag=CHL-PSE-Bin-83-1-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	48
mag=CHL-PSE-Bin-83-2-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	32
mag=CHL-PSE-Bin-83-3-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	48
mag=CHL-PSW-Bin-103-11-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	54
mag=CHL-PSW-Bin-103-12-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	73
mag=CHL-PSW-Bin-103-14-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-PSW-Bin-103-16-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	46
mag=CHL-PSW-Bin-103-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-PSW-Bin-103-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	56
mag=CHL-PSW-Bin-103-5-c-taxonomy=Red-Haptophyta	Red-Haptophyta	49
mag=CHL-PSW-Bin-103-9-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	47
mag=CHL-PSW-Bin-118-12-c-taxonomy=Red-Haptophyta	Red-Haptophyta	76
mag=CHL-PSW-Bin-118-13-c-taxonomy=Red-Haptophyta	Red-Haptophyta	80
mag=CHL-PSW-Bin-118-8-c-taxonomy=Red-Haptophyta	Red-Haptophyta	59
mag=CHL-PSW-Bin-163-10-c-taxonomy=Red-Haptophyta	Red-Haptophyta	39
mag=CHL-PSW-Bin-163-16-c-taxonomy=Red-Haptophyta	Red-Haptophyta	65
mag=CHL-PSW-Bin-163-25-c-taxonomy=Red-Haptophyta	Red-Haptophyta	54
mag=CHL-PSW-Bin-163-28-c-taxonomy=Red-Haptophyta	Red-Haptophyta	39
mag=CHL-PSW-Bin-163-30-c-taxonomy=Red-Haptophyta	Red-Haptophyta	41
mag=CHL-PSW-Bin-163-31-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-PSW-Bin-163-33-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	44
mag=CHL-PSW-Bin-163-5-c-taxonomy=Red-Haptophyta	Red-Haptophyta	55
mag=CHL-PSW-Bin-165-1-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	44
mag=CHL-PSW-Bin-165-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	92
mag=CHL-PSW-Bin-165-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	83
mag=CHL-PSW-Bin-166-11-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	41
mag=CHL-PSW-Bin-166-24-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-PSW-Bin-166-29-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	29
mag=CHL-PSW-Bin-166-31-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	37
mag=CHL-PSW-Bin-166-32-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	27
mag=CHL-PSW-Bin-166-35-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	81
mag=CHL-PSW-Bin-166-39-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	92
mag=CHL-PSW-Bin-166-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	48
mag=CHL-PSW-Bin-166-40-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	93
mag=CHL-PSW-Bin-166-48-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	23
mag=CHL-PSW-Bin-166-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	29
mag=CHL-PSW-Bin-166-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	58
mag=CHL-PSW-Bin-169-13-c-taxonomy=Red-Haptophyta	Red-Haptophyta	51
mag=CHL-PSW-Bin-169-14-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	47
mag=CHL-PSW-Bin-169-15-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	38
mag=CHL-PSW-Bin-169-16-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	44
mag=CHL-PSW-Bin-169-18-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	21
mag=CHL-PSW-Bin-169-19-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	73
mag=CHL-PSW-Bin-169-1-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	33
mag=CHL-PSW-Bin-169-21-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	23
mag=CHL-PSW-Bin-169-23-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	62
mag=CHL-PSW-Bin-169-24-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	88
mag=CHL-PSW-Bin-169-2-c-taxonomy=Green-Euglenales	Green-Euglenales	47
mag=CHL-PSW-Bin-169-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	50
mag=CHL-PSW-Bin-169-4-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	39
mag=CHL-PSW-Bin-169-7-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	58
mag=CHL-PSW-Bin-169-8-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	63
mag=CHL-PSW-Bin-50-1-c-taxonomy=Green-Chlorarachniophyceae	Green-Chlorarachniophyceae	40
mag=CHL-PSW-Bin-61-1-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	55
mag=CHL-PSW-Bin-61-3-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	50
mag=CHL-PSW-Bin-61-4-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	42
mag=CHL-PSW-Bin-87-1-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	50
mag=CHL-PSW-Bin-87-2-c-taxonomy=Red-Haptophyta	Red-Haptophyta	56
mag=CHL-PSW-Bin-87-6-c-taxonomy=Red-Haptophyta	Red-Haptophyta	43
mag=CHL-PSW-Bin-87-8-c-taxonomy=Red-Haptophyta	Red-Haptophyta	38
mag=CHL-SOC-Bin-140-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	58
mag=CHL-SOC-Bin-140-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	87
mag=CHL-SOC-Bin-140-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	69
mag=CHL-SOC-Bin-140-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	77
mag=CHL-SOC-Bin-140-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	45
mag=CHL-SOC-Bin-140-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-SOC-Bin-154-10-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	56
mag=CHL-SOC-Bin-154-11-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	64
mag=CHL-SOC-Bin-154-12-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	37
mag=CHL-SOC-Bin-154-13-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	76
mag=CHL-SOC-Bin-154-15-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-SOC-Bin-154-16-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	87
mag=CHL-SOC-Bin-154-17-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	59
mag=CHL-SOC-Bin-154-19-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	86
mag=CHL-SOC-Bin-154-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	39
mag=CHL-SOC-Bin-154-20-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	80
mag=CHL-SOC-Bin-154-24-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	47
mag=CHL-SOC-Bin-154-26-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	31
mag=CHL-SOC-Bin-154-28-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	90
mag=CHL-SOC-Bin-154-29-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	49
mag=CHL-SOC-Bin-154-31-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	30
mag=CHL-SOC-Bin-154-32-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	41
mag=CHL-SOC-Bin-154-34-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	53
mag=CHL-SOC-Bin-154-36-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	84
mag=CHL-SOC-Bin-154-37-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	79
mag=CHL-SOC-Bin-154-38-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	61
mag=CHL-SOC-Bin-154-39-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	35
mag=CHL-SOC-Bin-154-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	26
mag=CHL-SOC-Bin-154-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	32
mag=CHL-SOC-Bin-154-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	88
mag=CHL-SOC-Bin-154-7-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	92
mag=CHL-SOC-Bin-175-1-c-taxonomy=Red-Haptophyta	Red-Haptophyta	68
mag=CHL-SOC-Bin-175-3-c-taxonomy=Red-Haptophyta	Red-Haptophyta	48
mag=CHL-SOC-Bin-66-10-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	58
mag=CHL-SOC-Bin-66-11-c-taxonomy=Red-Haptophyta	Red-Haptophyta	42
mag=CHL-SOC-Bin-66-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	53
mag=CHL-SOC-Bin-66-2-c-taxonomy=Green-Euglenales	Green-Euglenales	52
mag=CHL-SOC-Bin-66-6-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	45
mag=CHL-SOC-Bin-66-8-c-taxonomy=Red-Cryptophyceae	Red-Cryptophyceae	74
mag=TARA-B110000977-METAG-scaffold-147-taxonomy=Red-New*	Red-New*	92
mag=ZHAN22-1-SAMN11355745-METAG-scaffold-354-taxonomy=Red-New*	Red-New*	86
taxo=Cyanobacteriota-Acaryochloridales-Acaryochloris-marina-accession=NC-009925	ref	65
taxo=Cyanobacteriota-Gloeobacterales-Gloeobacter-kilaueensis-accession=NC-022600	ref	61
taxo=Cyanobacteriota-Gloeobacterales-Gloeobacter-violaceus-accession=NC-005125	ref	63
taxo=Cyanobacteriota-Gloeomargaritales-cyanobacterium-VI4D9-accession=CP088016	ref	66
taxo=Cyanobacteriota-Gloeomargaritales-Gloeomargarita-lithophora-Alchichica-accession=CP017675	ref	70
taxo=Cyanobacteriota-Leptolyngbyales-Leptolyngbya-boryana-accession=NZ-AP014638	ref	67
taxo=Cyanobacteriota-Nostocales-Mastigocladopsis-repens-accession=GCF-000315565	ref	70
taxo=Cyanobacteriota-Oscillatoriales-Limnospira-maxima-accession=GCF-000173555	ref	4
taxo=Cyanobacteriota-Oscillatoriales-Oscillatoria-acuminata-accession=NC-019693	ref	65
taxo=Cyanobacteriota-Synechococcales-Parasynechococcus-marenigrum-accession=BX548020	ref	86
taxo=Cyanobacteriota-Synechococcales-Prochlorococcus-marinus-accession=NC-005042	ref	64
taxo=Cyanobacteriota-Synechococcales-Prochlorococcus-marinus-accession=NC-005071	ref	67
taxo=Cyanobacteriota-Synechococcales-Synechococcus-sp-accession=CP000239	ref	84
taxo=Eukaryota-Cryptophyceae-Cryptomonadales-Cryptomonas-curvata-accession=NC-035720	ref	93
taxo=Eukaryota-Cryptophyceae-Cryptomonadales-Cryptomonas-paramecium-accession=NC-013703	ref	54
taxo=Eukaryota-Cryptophyceae-Cryptophyta-sp-CCMP2293-accession=MK798155	ref	93
taxo=Eukaryota-Cryptophyceae-Pyrenomonadales-Chroomonas-mesostigmatica-accession=KY860574	ref	93
taxo=Eukaryota-Cryptophyceae-Pyrenomonadales-Guillardia-theta-accession=KT428890	ref	80
taxo=Eukaryota-Cryptophyceae-Pyrenomonadales-Guillardia-theta-accession=NC-000926	ref	93
taxo=Eukaryota-Cryptophyceae-Pyrenomonadales-Rhodomonas-salina-accession=NC-009573	ref	93
taxo=Eukaryota-Cryptophyceae-Pyrenomonadales-Storeatula-sp-accession=KY856940	ref	93
taxo=Eukaryota-Cryptophyceae-Pyrenomonadales-Teleaulax-amphioxeia-accession=NC-027589	ref	93
taxo=Eukaryota-Euglenozoa-Euglenales-Euglena-viridis-accession=NC-020460	ref	51
taxo=Eukaryota-Euglenozoa-Euglenales-Phacus-inflexus-accession=NC-039967	ref	47
taxo=Eukaryota-Euglenozoa-Eutreptiales-Eutreptiella-gymnastica-accession=NC-017754	ref	50
taxo=Eukaryota-Glaucocystophyceae-Cyanophora-biloba-accession=NC-038216	ref	78
taxo=Eukaryota-Glaucocystophyceae-Cyanophora-paradoxa-accession=NC-001675	ref	80
taxo=Eukaryota-Glaucocystophyceae-Cyanophora-sudae-accession=NC-038215	ref	75
taxo=Eukaryota-Glaucocystophyceae-Cyanoptyche-gloeocystis-accession=MF167427	ref	78
taxo=Eukaryota-Glaucocystophyceae-Glaucocystis-incrassata-accession=NC-040152	ref	80
taxo=Eukaryota-Glaucocystophyceae-Glaucocystis-sp-BBH-accession=MF167424	ref	80
taxo=Eukaryota-Glaucocystophyceae-Gloeochaete-wittrockiana-accession=NC-040153	ref	77
taxo=Eukaryota-Haptophyta-Haptophyceae-sp-NIES-3900-accession=LC564893	ref	89
taxo=Eukaryota-Haptophyta-Pavlovales-Pavlovaceae-Diacronema-lutheri-accession=NC-020371	ref	87
taxo=Eukaryota-Haptophyta-Prymnesiophyceae-Isochrysidales-Isochrysis-galbana-accession=NC-049168	ref	88
taxo=Eukaryota-Haptophyta-Prymnesiophyceae-Isochrysidales-Noelaerhabdaceae-Gephyrocapsa-huxleyi-accession=NC-007288	ref	63
taxo=Eukaryota-Haptophyta-Prymnesiophyceae-Isochrysidales-Tisochrysis-lutea-accession=NC-040291	ref	85
taxo=Eukaryota-Haptophyta-Prymnesiophyceae-Phaeocystales-Phaeocystis-antarctica-accession=NC-016703	ref	88
taxo=Eukaryota-Haptophyta-Prymnesiophyceae-Phaeocystales-Phaeocystis-globosa-accession=MT471323	ref	87
taxo=Eukaryota-Haptophyta-Prymnesiophyceae-Prymnesiales-Chrysochromulina-parva-accession=NC-036937	ref	88
taxo=Eukaryota-Haptophyta-Prymnesiophyceae-Prymnesiales-Chrysochromulina-tobinii-accession=KJ201907	ref	88
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Bangiales-Bangiaceae-Porphyra-purpurea-accession=NC-000925	ref	93
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Cyanidiales-Cyanidiococcus-yangmingshanensis-accession=NC-051883	ref	90
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Cyanidiales-Cyanidioschyzon-merolae-accession=NC-004799	ref	91
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Cyanidiales-Cyanidium-caldarium-accession=NC-001840	ref	87
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Galdieriales-Galdieria-sulphuraria-accession=KJ700459	ref	91
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Porphyridiales-Flintiella-sanguinaria-accession=KY709211	ref	89
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Porphyridiales-Porphyridium-sordidum-accession=NC-031175	ref	92
taxo=Eukaryota-Rhodophyta-Compsopogonophyceae-Compsopogonales-Boldia-erythrosiphon-accession=NC-034776	ref	90
taxo=Eukaryota-Rhodophyta-Compsopogonophyceae-Compsopogonales-Compsopogon-caeruleus-accession=NC-035350	ref	85
taxo=Eukaryota-Rhodophyta-Compsopogonophyceae-Erythropeltidales-Erythrotrichia-carnea-accession=NC-031176	ref	90
taxo=Eukaryota-Rhodophyta-Florideophyceae-Corallinophycidae-Calliarthron-tuberculosum-accession=NC-021075	ref	92
taxo=Eukaryota-Rhodophyta-Florideophyceae-Nemaliophycidae-Balbiania-investiens-accession=NC-042171	ref	93
taxo=Eukaryota-Rhodophyta-Florideophyceae-Nemaliophycidae-Liagoropsis-maxima-accession=NC-031662	ref	92
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Chondrus-crispus-accession=NC-020795	ref	92
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Crassiphycus-corneus-accession=NC-058658	ref	92
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Gelidium-coulteri-accession=NC-041173	ref	92
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Gracilaria-changii-accession=NC-038051	ref	89
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Rhodomelaceae-Thaumatella-adunca-accession=NC-035291	ref	91
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Spyridia-filamentosa-accession=NC-035285	ref	93
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Vertebrata-lanosa-accession=NC-026523	ref	93
taxo=Eukaryota-Rhodophyta-Rhodellophyceae-Dixoniellales-Bulboplastis-apyrenoidosa-accession=NC-034787	ref	88
taxo=Eukaryota-Rhodophyta-Rhodellophyceae-Rhodellales-Corynoplastis-japonica-accession=KY709210	ref	84
taxo=Eukaryota-Rhodophyta-Stylonematophyceae-Bangiopsis-subsimplex-accession=NC-031173	ref	91
taxo=Eukaryota-Rhodophyta-Stylonematophyceae-Goniotrichopsis-reniformis-accession=NC-062382	ref	93
taxo=Eukaryota-Sar-Alveolata-Colpodellida-Chromeraceae-Chromera-velia-accession=NC-014340	ref	49
taxo=Eukaryota-Sar-Alveolata-Colpodellida-Chromerida-sp-RM11-accession=NC-014345	ref	63
taxo=Eukaryota-Sar-Alveolata-Dinophyceae-Gymnodiniales-Lepidodinium-chlorophorum-accession=NC-027093	ref	49
taxo=Eukaryota-Sar-Alveolata-Dinophyceae-Peridiniales-Durinskia-baltica-accession=GU591327	ref	93
taxo=Eukaryota-Sar-Alveolata-Dinophyceae-Peridiniales-Kryptoperidinium-foliaceum-accession=GU591328	ref	93
taxo=Eukaryota-Sar-Alveolata-Dinophyceae-sp-MGD-accession=LC716140	ref	55
taxo=Eukaryota-Sar-Alveolata-Dinophyceae-sp-TGD-accession=LC716139	ref	52
taxo=Eukaryota-Sar-Rhizaria-Cercozoa-Chlorarachniophyceae-Bigelowiella-natans-accession=NC-008408	ref	50
taxo=Eukaryota-Sar-Rhizaria-Cercozoa-Chlorarachniophyceae-Lotharella-vacuolata-accession=NC-029743	ref	48
taxo=Eukaryota-Sar-Rhizaria-Cercozoa-Imbricatea-Silicofilosea-Euglyphida-Paulinella-micropora-accession=NC-039737	ref	82
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Bacillaria-paxillifer-accession=NC-061049	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Cylindrotheca-closterium-accession=KC509522	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Entomoneidaceae-Entomoneis-sp-accession=NC-038001	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Eunotia-naegelii-accession=KF733443	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Fistulifera-solaris-accession=NC-015403	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Fragilariopsis-cylindrus-accession=NC-045244	ref	72
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Halamphora-americana-accession=NC-044463	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Haslea-silbo-accession=MW645082	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Navicula-veneta-accession=NC-056794	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Nitzschia-palea-accession=AP018511	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Nitzschia-supralitorea-accession=NC-056787	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Psammodictyon-constrictum-accession=NC-061048	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Pseudo-nitzschia-americana-accession=NC-058782	ref	91
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Pseudo-nitzschia-cuspidata-accession=NC-058785	ref	91
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Acanthoceras-zachariasii-accession=NC-038009	ref	91
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Actinocyclus-subtilis-accession=NC-038000	ref	91
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-curvisetus-accession=MW845780	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-laevisporus-accession=MW845779	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-simplex-accession=NC-025310	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-socialis-accession=MW845776	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Coscinodiscus-wailesii-accession=MW561224	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Guinardia-striata-accession=NC-037998	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Leptocylindrus-danicus-accession=NC-024084	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Proboscia-sp-accession=MG755791	ref	90
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Rhizosolenia-fallax-accession=NC-038003	ref	88
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Rhizosolenia-imbricata-accession=NC-025311	ref	89
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Rhizosolenia-setigera-accession=NC-037996	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Roundia-cardiophora-accession=NC-025312	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Skeletonema-grevillei-accession=NC-058705	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Thalassiosira-nordenskioeldii-accession=NC-058877	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Fragilariophyceae-Asterionella-formosa-accession=KC509519	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Fragilariophyceae-Asterionellopsis-glacialis-accession=NC-024080	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Fragilariophyceae-Fragilariophycidae-Ulnaria-acus-accession=JQ088178	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Fragilariophyceae-Thalassionema-bacillare-accession=NC-060857	ref	90
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Fragilariophyceae-Thalassionema-frauenfeldii-accession=NC-060858	ref	91
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Mediophyceae-Eucampia-zodiacus-accession=NC-057645	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Mediophyceae-Eunotogramma-sp-accession=MG755797	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Mediophyceae-Plagiogrammopsis-vanheurckii-accession=NC-037997	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Mediophyceae-Psammoneis-obaidii-accession=NC-038004	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bolidophyceae-Parmales-Triparma-laevis-accession=NC-027746	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Chrysophyceae-Ochromonas-sp-CCMP1393-accession=KJ877675	ref	83
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Dictyochophyceae-Dictyocha-speculum-accession=NC-043929	ref	90
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Dictyochophyceae-Florenciella-parvula-accession=NC-044407	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Dictyochophyceae-Pseudopedinella-elastica-accession=NC-044408	ref	91
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Dictyochophyceae-Rhizochromulina-marina-accession=NC-043890	ref	92
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Eustigmatophyceae-Characiopsis-acuta-accession=NC-040294	ref	86
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Eustigmatophyceae-Nannochloropsis-gaditana-accession=KC598084	ref	84
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Eustigmatophyceae-sp-accession=NC-040296	ref	86
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Eustigmatophyceae-Trachydiscus-minutus-accession=NC-026851	ref	86
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Pelagophyceae-Aureococcus-anophagefferens-accession=NC-012898	ref	84
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Pelagophyceae-Aureoumbra-lagunensis-accession=NC-012903	ref	86
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Pelagophyceae-uncultured-Pelagomonas-accession=JX297813	ref	83
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Phaeophyceae-Dictyopteris-divaricata-accession=NC-036804	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Phaeophyceae-Fucus-vesiculosus-accession=NC-016735	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Phaeophyceae-Ishige-okamurae-accession=NC-058314	ref	91
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Phaeophyceae-Laminaria-digitata-accession=NC-044689	ref	66
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Raphidophyceae-Chattonellales-Vacuolariaceae-Vacuolaria-virescens-accession=MK674494	ref	56
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Schizocladia-ischiensis-accession=NC-053868	ref	93
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Synurophyceae-Mallomonas-splendens-accession=NC-040135	ref	84
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Synurophyceae-Poterioochromonas-malhamensis-accession=NC-056910	ref	81
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Synurophyceae-Synura-uvella-accession=NC-040134	ref	85
